證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"2537","聯上發","1,096,000","10,980,670","10.05","10.10","9.96","10.05"," 0.00","312"
"2538","基泰","188,000","1,843,860","9.80","9.85","9.77","9.80"," 0.00","74"
"2539","櫻花建","387,000","13,317,200","34.40","34.55","34.10","34.40"," 0.00","158"
"2540","愛山林","79,000","2,269,650","30.70","30.70","27.95","28.00","-2.90","59"
"2542","興富發","2,412,000","106,084,300","44.00","44.20","43.80","43.80","-0.20","1,408"
"2543","皇昌","21,000","137,800","6.65","6.65","6.47","6.47","-0.06","17"
"2545","皇翔","185,000","6,045,050","32.60","33.00","32.40","32.95","+0.35","109"
"2546","根基","105,000","3,988,850","38.05","38.15","37.80","38.00","-0.05","44"
"2547","日勝生","564,000","5,618,950","9.98","10.00","9.92","9.98"," 0.00","188"
"2548","華固","478,000","43,270,900","90.50","90.80","90.30","90.50"," 0.00","348"
"2597","潤弘","69,000","4,244,400","61.90","61.90","60.50","60.90","-0.90","45"
"2601","益航","2,069,000","19,516,660","9.50","9.52","9.38","9.40","-0.11","698"
"2603","長榮","16,821,000","181,183,350","10.80","10.85","10.70","10.75","+0.05","5,304"
"2605","新興","1,071,000","15,043,250","14.10","14.15","13.95","13.95","-0.05","344"
"2606","裕民","1,249,000","35,184,700","28.35","28.40","27.95","28.30","+0.05","535"
"2607","榮運","812,000","10,473,200","12.95","13.00","12.85","12.90","-0.05","213"
"2608","嘉里大榮","455,000","18,896,100","41.45","42.00","41.00","41.80","+0.35","348"
"2609","陽明","1,426,000","9,174,510","6.49","6.49","6.39","6.40","-0.05","362"
"2610","華航","37,465,000","317,940,330","8.60","8.65","8.33","8.33","-0.01","9,645"
"2611","志信","163,000","976,510","6.07","6.07","5.94","6.02","-0.05","57"
"2612","中航","113,000","2,661,750","23.50","23.70","23.45","23.45"," 0.00","60"
"2613","中櫃","112,000","1,506,800","13.45","13.50","13.30","13.40","+0.05","33"
"2614","東森","8,638,000","137,438,300","15.90","16.15","15.70","15.70","-0.05","3,078"
"2615","萬海","1,097,000","17,663,950","16.00","16.20","16.00","16.05","+0.05","400"
"2616","山隆","379,000","11,431,900","30.20","30.25","30.10","30.15","+0.05","86"
"2617","台航","274,000","4,294,050","15.70","15.75","15.60","15.70","+0.05","133"
"2618","長榮航","31,395,000","351,971,500","11.25","11.35","11.05","11.05","-0.05","8,387"
"2630","亞航","28,000","463,350","16.40","16.90","16.35","16.60"," 0.00","22"
"2633","台灣高鐵","12,538,000","439,609,200","34.75","35.35","34.70","35.10","+0.55","5,304"
"2634","漢翔","1,865,000","52,578,300","28.45","28.45","28.00","28.05","-0.35","1,007"
"2636","台驊投控","434,000","10,143,350","23.35","23.50","23.25","23.50","+0.25","200"
"2637","慧洋-KY","1,430,000","33,727,350","23.50","23.80","23.45","23.70","+0.20","539"
"2642","宅配通","2,850,000","109,577,600","39.25","39.60","37.70","38.05","-0.95","1,909"
"2701","萬企","81,000","943,750","11.70","11.70","11.60","11.65","-0.05","34"
"2702","華園","228,000","3,553,750","15.55","15.85","15.40","15.70","+0.15","131"
"2704","國賓","128,000","3,373,700","26.40","26.55","26.10","26.40"," 0.00","92"
"2705","六福","761,000","10,463,050","13.55","14.15","13.25","14.00","+0.35","270"
"2706","第一店","198,000","2,562,900","13.05","13.10","12.85","12.95","-0.10","77"
"2707","晶華","268,000","37,327,500","140.00","140.00","138.00","138.50","-1.50","183"
"2712","遠雄來","4,000","145,800","36.55","36.55","36.20","36.55","+0.35","4"
"2722","夏都","10,000","234,450","23.65","23.65","23.25","23.25","-0.60","9"
"2723","美食-KY","2,158,000","220,245,900","102.50","106.00","99.10","102.00","+2.30","1,704"
"2727","王品","213,000","14,466,200","68.50","68.80","67.50","67.70","-0.50","183"
"2731","雄獅","255,000","17,889,100","71.10","71.30","69.50","69.80","-0.60","186"
"2739","寒舍","13,000","299,150","23.10","23.10","22.90","23.05","-0.05","13"
"2748","雲品","36,000","1,572,650","43.80","43.95","43.60","43.60"," 0.00","30"
"2801","彰銀","4,652,000","87,965,200","18.95","19.00","18.85","18.85"," 0.00","1,843"
"2809","京城銀","1,192,000","39,349,650","33.00","33.15","32.90","32.90","-0.05","732"
"2812","台中銀","4,475,000","51,215,350","11.40","11.50","11.40","11.45"," 0.00","1,008"
"2816","旺旺保","83,000","1,606,500","19.30","19.40","19.30","19.30","+0.05","55"
"2820","華票","996,000","14,585,600","14.65","14.70","14.60","14.65"," 0.00","205"
"2823","中壽","9,314,000","186,004,000","19.95","20.10","19.90","19.95","+0.05","2,642"
"2832","台產","236,000","4,710,200","19.95","20.05","19.85","19.90","-0.05","88"
"2834","臺企銀","9,285,000","99,491,000","10.75","10.75","10.70","10.75"," 0.00","3,021"
"2836","高雄銀","533,000","5,067,970","9.51","9.55","9.47","9.51"," 0.00","153"
"2838","聯邦銀","818,000","8,811,800","10.80","10.80","10.70","10.75","-0.05","352"
"2838A","聯邦銀甲特","166,000","8,998,700","54.10","54.30","54.10","54.20","+0.10","120"
"2841","台開","1,204,000","7,839,120","6.51","6.55","6.47","6.52","-0.01","373"
"2845","遠東銀","2,026,000","21,766,200","10.80","10.80","10.70","10.70","-0.05","524"
"2849","安泰銀","169,000","2,407,200","14.25","14.50","14.15","14.25","-0.20","67"
"2850","新產","219,000","7,911,350","36.10","36.25","36.05","36.05","-0.05","126"
"2851","中再保","174,000","3,297,750","19.05","19.05","18.85","18.95","-0.10","92"
"2852","第一保","89,000","1,229,000","14.00","14.00","13.60","14.00"," 0.00","62"
"2855","統一證","1,766,000","23,327,200","13.30","13.35","13.15","13.15","-0.15","516"
"2867","三商壽","2,041,000","19,523,500","9.63","9.63","9.51","9.52","-0.08","548"
"2880","華南金","8,049,000","155,572,700","19.35","19.40","19.25","19.40","+0.10","2,836"
"2881","富邦金","16,133,000","681,466,150","42.10","42.35","42.00","42.25","+0.25","5,138"
"2881A","富邦特","91,000","5,912,000","64.90","65.00","64.90","65.00"," 0.00","87"
"2881B","富邦金乙特","51,000","3,251,200","63.70","63.90","63.60","63.90","+0.10","27"
"2882","國泰金","13,527,000","536,489,700","39.60","39.80","39.50","39.65","+0.20","4,853"
"2882A","國泰特","87,000","5,544,800","63.70","63.80","63.60","63.70"," 0.00","76"
"2882B","國泰金乙特","21,000","1,335,000","63.50","63.60","63.50","63.60","+0.10","12"
"2883","開發金","16,817,000","151,699,740","9.01","9.07","8.99","9.02","+0.02","4,317"
"2884","玉山金","23,138,000","625,144,200","27.10","27.15","26.90","27.00","+0.10","6,435"
"2885","元大金","24,220,000","393,635,600","16.30","16.35","16.20","16.20","-0.05","6,807"
"2886","兆豐金","19,553,000","599,412,350","30.65","30.80","30.55","30.80","+0.25","6,924"
"2887","台新金","15,852,000","199,892,750","12.65","12.65","12.55","12.65"," 0.00","3,447"
"2887E","台新戊特","94,000","5,115,600","54.40","54.50","54.40","54.50","+0.10","34"
"2887F","台新戊特二","27,000","1,414,900","52.40","52.50","52.40","52.50","+0.10","7"
"2888","新光金","29,858,000","244,773,760","8.17","8.24","8.17","8.17"," 0.00","6,562"
"2888A","新光金甲特","31,000","1,369,700","44.15","44.20","44.15","44.20","-0.05","18"
"2889","國票金","4,663,000","53,395,950","11.40","11.50","11.40","11.45","+0.05","1,029"
"2890","永豐金","11,700,000","136,953,200","11.75","11.80","11.65","11.65","-0.05","3,129"
"2891","中信金","27,931,000","553,502,750","19.85","19.90","19.70","19.85"," 0.00","6,798"
"2891B","中信金乙特","24,000","1,579,000","65.80","65.90","65.60","65.90"," 0.00","24"
"2891C","中信金丙特","8,000","501,400","62.60","63.00","62.60","63.00","+0.10","8"
"2892","第一金","11,782,000","259,998,500","22.15","22.15","22.00","22.10"," 0.00","3,708"
"2897","王道銀行","879,000","6,278,640","7.16","7.19","7.10","7.11","-0.04","231"
"2897A","王道銀甲特","13,000","132,300","10.15","10.20","10.15","10.20","+0.05","8"
"2901","欣欣","86,000","1,919,750","22.25","22.35","22.20","22.35","+0.05","21"
"2903","遠百","1,738,000","42,372,450","24.35","24.50","24.20","24.20","-0.10","688"
"2904","匯僑","60,000","1,435,150","23.95","24.00","23.85","23.90","-0.05","38"
"2905","三商","1,225,000","26,631,450","21.70","21.80","21.55","21.75","+0.10","272"
"2906","高林","13,054,000","152,431,700","11.70","11.75","11.05","11.75","+1.05","2,463"
"2908","特力","613,000","11,376,850","18.70","18.75","18.50","18.50","-0.15","321"
"2910","統領","1,000","31,300","31.30","31.30","31.30","31.30","+0.10","1"
"2911","麗嬰房","69,000","409,180","5.93","6.00","5.87","5.96","+0.06","42"
"2912","統一超","832,000","249,028,500","302.00","302.50","298.00","298.00","-2.50","595"
"2913","農林","335,000","4,740,300","14.20","14.25","14.05","14.15","-0.05","203"
"2915","潤泰全","1,707,000","115,449,100","67.80","68.00","67.40","67.40","-0.40","1,109"
"2923","鼎固-KY","201,000","4,804,400","24.70","24.75","23.10","24.30","-0.45","67"
"2929","淘帝-KY","354,000","20,054,400","56.70","57.30","56.20","56.50"," 0.00","282"
"2936","客思達-KY","31,000","456,300","14.90","14.90","14.70","14.90","+0.10","6"
"2939","凱羿-KY","84,000","11,995,500","141.50","144.00","141.50","142.00","+1.00","66"
"3002","歐格","73,000","766,200","10.55","10.60","10.40","10.55"," 0.00","34"
"3003","健和興","949,000","36,837,500","38.45","39.50","37.95","39.00","+0.80","578"
"3004","豐達科","261,000","14,382,300","55.30","55.50","54.70","55.10","+0.40","179"
"3005","神基","1,050,000","46,599,050","44.45","44.65","44.15","44.35","-0.45","736"
"3006","晶豪科","6,787,000","284,744,550","42.60","42.85","41.50","41.65","-1.10","3,908"
"3008","大立光","493,000","1,919,805,000","3,850.00","3,935.00","3,850.00","3,870.00","+25.00","481"
"3010","華立","236,000","13,110,300","55.90","56.20","55.20","55.50","-0.40","149"
"3011","今皓","835,000","4,629,960","5.11","5.62","5.11","5.62","+0.51","235"
"3013","晟銘電","115,000","1,437,600","12.50","12.55","12.40","12.50","+0.10","52"
"3014","聯陽","5,587,000","320,045,700","57.60","58.00","56.50","57.10","+1.10","3,509"
"3015","全漢","199,000","4,368,350","21.90","22.05","21.85","22.00","+0.15","137"
"3016","嘉晶","23,248,000","1,408,623,900","58.50","63.00","58.20","61.40","+3.90","14,468"
"3017","奇鋐","5,370,000","201,032,900","37.40","37.90","36.90","37.80","+0.60","3,052"
"3018","同開","221,000","4,110,750","18.90","18.90","18.45","18.75","-0.05","123"
"3019","亞光","1,401,000","96,076,900","68.50","69.30","68.10","68.20","+0.20","989"
"3021","鴻名","25,000","324,300","12.95","13.15","12.90","13.00","-0.20","14"
"3022","威強電","146,000","5,900,650","40.45","40.70","40.00","40.50","+0.20","112"
"3023","信邦","2,143,000","319,132,000","149.00","152.00","146.50","147.00","+0.50","1,589"
"3024","憶聲","256,000","1,834,350","7.18","7.26","7.12","7.17","-0.01","91"
"3025","星通","55,000","1,056,900","19.40","19.45","19.05","19.05","-0.05","35"
"3026","禾伸堂","3,756,000","474,483,500","126.50","128.50","124.50","124.50","-0.50","2,573"
"3027","盛達","377,000","3,047,020","8.13","8.15","8.00","8.13","+0.05","118"
"3028","增你強","129,000","2,453,500","19.00","19.05","18.95","19.00","+0.05","87"
"3029","零壹","1,208,000","39,354,450","32.70","32.80","32.40","32.70","-0.10","710"
"3030","德律","444,000","23,876,300","53.40","54.30","53.10","54.00","+0.70","294"
"3031","佰鴻","1,010,000","15,264,700","14.90","15.20","14.90","15.10","+0.25","378"
"3032","偉訓","208,000","6,013,700","29.00","29.10","28.85","28.90","-0.05","90"
"3033","威健","187,000","2,745,800","14.75","14.75","14.65","14.70"," 0.00","115"
"3034","聯詠","4,497,000","889,613,500","197.00","200.50","195.00","198.00","+1.00","2,957"
"3035","智原","1,971,000","83,584,550","42.45","42.90","41.85","42.30","+0.35","1,302"
"3036","文曄","1,213,000","47,087,150","39.00","39.00","38.70","38.70","-0.10","840"
"3037","欣興","51,351,000","2,034,366,500","39.50","40.45","38.90","39.60","+0.50","22,617"
"3038","全台","5,286,000","101,791,800","19.10","19.50","19.00","19.15","+0.10","1,798"
"3040","遠見","2,864,000","110,037,150","36.40","39.25","36.40","39.25","+3.55","1,596"
"3041","揚智","4,458,000","77,547,700","17.10","17.90","17.05","17.05","+0.05","2,139"
"3042","晶技","7,251,000","399,711,300","55.50","56.20","54.40","54.50","-0.80","4,336"
"3043","科風","202,000","301,260","1.46","1.50","1.46","1.49","+0.04","39"
"3044","健鼎","2,903,000","316,775,500","110.50","110.50","108.50","109.00","-1.50","1,609"
"3045","台灣大","2,668,000","287,659,000","108.00","108.50","107.50","107.50","-0.50","1,357"
"3046","建碁","42,000","490,150","11.50","11.75","11.40","11.70","-0.05","22"
"3047","訊舟","388,000","3,118,420","8.07","8.13","8.00","8.01","-0.06","118"
"3048","益登","688,000","12,123,800","17.75","17.75","17.50","17.65","-0.05","330"
"3049","和鑫","3,053,000","30,742,850","10.05","10.15","10.00","10.05","+0.05","958"
"3050","鈺德","249,000","2,391,720","9.65","9.70","9.56","9.57","-0.09","99"
"3051","力特","192,000","616,110","3.18","3.29","3.12","3.22","-0.09","46"
"3052","夆典","1,448,000","15,685,000","10.55","11.10","10.55","10.95","+0.40","459"
"3054","立萬利","39,000","934,700","23.90","24.00","23.80","24.00","+0.10","31"
"3055","蔚華科","91,000","2,517,650","28.15","28.20","27.35","27.35","-0.20","39"
"3056","總太","1,029,000","32,929,650","32.10","32.10","31.90","32.10"," 0.00","466"
"3057","喬鼎","117,000","528,400","4.57","4.58","4.50","4.52","-0.06","52"
"3058","立德","230,000","1,572,110","6.85","6.94","6.80","6.81","+0.01","85"
"3059","華晶科","6,820,000","160,046,400","23.15","24.15","22.90","23.00","+0.65","3,574"
"3060","銘異","1,195,000","15,490,500","13.00","13.15","12.75","12.80","-0.20","385"
"3062","建漢","959,000","14,034,400","14.60","14.75","14.50","14.60"," 0.00","417"
"3090","日電貿","1,363,000","71,878,600","52.60","53.40","52.30","52.30"," 0.00","877"
"3094","聯傑","1,444,000","27,004,750","18.50","19.45","18.15","18.15","-0.05","799"
"3130","一零四","5,000","782,500","157.00","157.00","156.00","156.00","-1.00","5"
"3149","正達","307,000","2,243,660","7.40","7.46","7.25","7.25","-0.10","108"
"3164","景岳","185,000","4,451,050","24.05","24.40","23.55","23.80","-0.20","99"
"3167","大量","74,000","3,043,150","41.35","41.60","40.40","40.40","-0.95","33"
"3189","景碩","4,936,000","233,347,700","48.60","48.60","46.40","46.95","-1.05","2,818"
"3209","全科","526,000","10,715,100","20.30","20.45","20.30","20.35","-0.15","279"
"3229","晟鈦","30,000","275,030","9.38","9.38","9.09","9.25","+0.02","23"
"3231","緯創","14,525,000","411,494,650","28.50","28.60","28.15","28.15","-0.15","4,658"
"3257","虹冠電","374,000","23,212,800","62.20","63.00","61.50","62.00","+0.10","213"
"3266","昇陽","165,000","2,255,450","13.80","13.95","13.50","13.55"," 0.00","90"
"3296","勝德","4,000","52,150","13.05","13.05","13.00","13.05"," 0.00","3"
"3305","昇貿","580,000","11,611,000","19.60","20.35","19.45","20.10","+0.70","341"
"3308","聯德","18,000","96,910","5.38","5.50","5.35","5.50","+0.10","12"
"3311","閎暉","922,000","27,364,300","29.50","30.50","28.95","29.45","+0.85","497"
"3312","弘憶股","323,000","4,829,700","15.00","15.10","14.90","14.90","-0.05","147"
"3321","同泰","651,000","7,012,400","10.00","10.90","10.00","10.90","+0.95","207"
"3338","泰碩","2,525,000","229,387,500","91.80","92.20","90.30","90.50","-1.30","1,758"
"3346","麗清","187,000","4,805,300","25.70","26.05","25.50","25.55","-0.15","119"
"3356","奇偶","637,000","14,325,350","22.25","22.80","21.80","22.55","+0.65","330"
"3376","新日興","2,665,000","339,366,500","125.00","131.50","123.00","131.50","+6.50","1,658"
"3380","明泰","3,163,000","82,713,300","26.20","26.25","26.05","26.20","+0.05","2,182"
"3383","新世紀","24,000","102,410","4.38","4.38","4.20","4.36","-0.01","15"
"3406","玉晶光","6,544,000","3,172,024,500","478.00","491.50","473.00","490.00","+14.50","5,224"
"3413","京鼎","1,161,000","194,781,500","167.00","169.00","166.00","169.00","+2.00","856"
"3416","融程電","156,000","8,687,900","55.60","56.10","55.30","55.50","-0.10","70"
"3419","譁裕","325,000","4,550,300","13.90","14.10","13.90","14.05","+0.20","173"
"3432","台端","70,000","786,400","11.25","11.25","11.15","11.15","-0.10","21"
"3437","榮創","11,024,000","214,933,800","18.75","20.15","18.75","19.15","+0.50","5,015"
"3443","創意","998,000","223,209,000","224.50","226.00","221.00","224.50","+1.00","772"
"3450","聯鈞","2,282,000","144,444,700","63.70","64.30","62.80","62.80","-1.20","1,604"
"3454","晶睿","269,000","18,993,100","69.80","71.20","69.80","70.70","+1.60","217"
"3481","群創","45,909,000","288,898,250","6.33","6.40","6.22","6.22","-0.06","7,097"
"3494","誠研","142,000","479,060","3.40","3.41","3.32","3.38","-0.01","37"
"3501","維熹","124,000","5,597,650","45.10","45.25","45.05","45.10"," 0.00","61"
"3504","揚明光","356,000","21,284,900","59.30","60.20","59.20","59.90","+0.90","262"
"3515","華擎","6,723,000","854,687,000","122.50","129.50","122.00","129.50","+7.50","4,622"
"3518","柏騰","602,000","21,357,600","34.80","35.95","34.80","35.35","+0.35","394"
"3528","安馳","30,000","1,146,200","38.65","38.65","38.00","38.45","-0.15","28"
"3530","晶相光","705,000","56,819,800","80.40","81.40","79.70","81.40","+0.90","499"
"3532","台勝科","1,013,000","154,575,500","151.00","155.00","149.50","153.50","+3.00","812"
"3533","嘉澤","878,000","354,422,000","409.00","409.00","400.50","403.50","+0.50","787"
"3535","晶彩科","583,000","9,079,350","15.90","15.90","15.40","15.45","-0.25","299"
"3536","誠創","5,000","15,600","3.12","3.12","3.12","3.12","-0.25","3"
"3543","州巧","612,000","10,172,500","17.05","17.05","16.35","16.55","-0.45","328"
"3545","敦泰","8,051,000","256,082,550","32.00","32.40","31.40","32.00","+0.15","3,761"
"3550","聯穎","40,000","475,800","11.95","11.95","11.80","11.95"," 0.00","27"
"3557","嘉威","2,544,000","185,201,000","71.70","74.60","70.50","72.30","+0.30","1,781"
"3563","牧德","2,868,000","987,291,000","330.00","353.00","330.00","347.00","+18.00","2,568"
"3576","聯合再生","6,201,000","37,222,120","6.04","6.06","5.95","6.03","+0.03","1,167"
"3583","辛耘","112,000","5,253,550","46.50","47.40","46.50","46.80","+0.35","94"
"3588","通嘉","495,000","15,209,050","30.70","31.40","30.25","30.55","+0.60","338"
"3591","艾笛森","178,000","2,132,550","11.95","12.05","11.95","12.00","+0.05","70"
"3593","力銘","161,000","1,483,820","9.20","9.50","9.10","9.37","+0.27","70"
"3596","智易","1,259,000","106,508,800","84.90","85.40","84.00","84.50","-0.30","1,027"
"3605","宏致","348,000","8,293,850","23.85","24.00","23.65","23.75","+0.05","207"
"3607","谷崧","598,000","7,580,350","12.40","12.95","12.40","12.55","+0.20","278"
"3617","碩天","125,000","10,140,000","81.00","81.40","80.80","81.00","+0.30","100"
"3622","洋華","99,000","1,850,850","18.65","18.85","18.50","18.75","+0.10","56"
"3645","達邁","533,000","21,520,000","40.00","40.70","40.00","40.50","+0.80","352"
"3653","健策","2,358,000","479,790,000","203.50","207.00","198.50","207.00","+5.50","1,888"
"3661","世芯-KY","6,782,000","2,061,361,000","311.00","313.00","296.00","296.50","-12.50","5,364"
"3665","貿聯-KY","1,141,000","214,483,500","188.50","190.00","185.50","189.00","+2.50","906"
"3669","圓展","1,293,000","39,323,750","30.00","30.80","29.80","30.40","+0.70","790"
"3673","TPK-KY","1,684,000","69,751,750","41.40","41.80","41.00","41.20","-0.25","946"
"3679","新至陞","67,000","4,153,700","63.30","63.40","61.50","61.80","-1.10","63"
"3682","亞太電","5,388,000","35,974,370","6.54","6.80","6.50","6.73","+0.19","1,311"
"3686","達能","392,000","1,480,710","3.83","3.84","3.72","3.82","-0.01","100"
"3694","海華","143,000","2,497,250","17.45","17.75","17.30","17.55","+0.05","89"
"3698","隆達","36,098,000","703,970,150","18.50","20.15","18.25","20.10","+1.75","12,337"
"3701","大眾控","4,000","54,450","13.65","13.65","13.55","13.55","+0.05","4"
"3702","大聯大","1,462,000","57,078,900","39.30","39.30","38.95","38.95","-0.15","930"
"3702A","大聯大甲特","142,000","6,980,300","49.10","49.20","49.10","49.20","+0.10","36"
"3703","欣陸","936,000","10,913,950","11.70","11.80","11.60","11.70","+0.10","169"
"3704","合勤控","7,391,000","116,579,200","14.90","16.15","14.90","16.15","+1.45","3,059"
"3705","永信","1,259,000","60,882,800","48.65","48.90","47.80","47.90","-0.50","732"
"3706","神達","8,443,000","258,221,850","30.30","30.90","30.15","30.70","+0.60","4,422"
"3708","上緯投控","2,213,000","186,542,900","85.50","86.30","82.80","82.80","-1.70","1,643"
"3711","日月光投控","11,025,000","678,587,900","61.80","62.70","61.00","61.70","-0.50","5,547"
"3712","永崴投控","272,000","3,640,000","13.50","13.60","13.25","13.35","-0.10","155"
"4104","佳醫","250,000","13,843,300","55.30","55.60","55.10","55.40","+0.30","187"
"4106","雃博","8,097,000","283,956,350","35.00","36.05","34.00","34.30","-0.80","4,567"
"4108","懷特","352,000","6,851,450","19.25","19.70","19.25","19.40","-0.05","207"
"4119","旭富","1,728,000","240,498,500","139.00","141.00","137.50","139.00","+0.50","1,211"
"4133","亞諾法","23,463,000","1,434,146,100","60.50","63.40","57.30","60.50","+0.10","14,629"
"4137","麗豐-KY","238,000","45,147,500","191.50","193.00","188.00","188.00","-2.00","196"
"4141","龍燈-KY","90,000","1,281,400","14.10","14.40","14.10","14.10"," 0.00","54"
"4142","國光生","137,438,000","7,526,084,100","52.30","57.50","51.00","55.00","+2.60","66,588"
"4144","康聯-KY","109,000","2,362,750","21.85","21.85","21.50","21.50","-0.35","69"
"4148","全宇生技-KY","182,000","6,363,200","36.00","36.00","34.20","34.90","-1.10","148"
"4155","訊映","582,000","17,685,100","30.75","30.85","30.00","30.10","-0.30","362"
"4164","承業醫","306,000","11,898,650","38.70","39.20","38.50","39.10","+0.25","194"
"4190","佐登-KY","195,000","16,178,200","84.20","84.70","82.20","82.70","-1.90","180"
"4306","炎洲","460,000","4,909,050","10.75","10.75","10.55","10.65","-0.15","144"
"4414","如興","497,000","4,227,120","8.57","8.57","8.45","8.47"," 0.00","201"
"4426","利勤","751,000","23,473,750","30.20","31.90","30.20","31.80","+1.70","473"
"4438","廣越","64,000","7,610,500","119.00","120.50","117.50","118.50","-2.00","55"
"4439","冠星-KY","63,000","8,627,000","137.50","139.00","135.50","137.50","-1.50","54"
"4526","東台","252,000","3,183,850","12.65","12.70","12.60","12.60","-0.05","80"
"4532","瑞智","420,000","7,173,250","17.15","17.15","17.00","17.05","-0.10","236"
"4536","拓凱","4,380,000","546,988,500","119.50","129.50","119.00","128.50","+10.50","3,359"
"4540","全球傳動","168,000","8,671,700","51.90","52.10","51.10","51.90","+0.20","130"
"4545","銘鈺","120,000","3,225,250","26.25","27.65","26.20","27.40","+1.10","80"
"4551","智伸科","1,610,000","222,833,000","139.00","140.50","136.00","137.00","+2.50","1,240"
"4552","力達-KY","156,000","4,619,350","29.60","30.00","29.35","29.50","-0.15","118"
"4555","氣立","120,000","6,115,000","52.50","52.50","50.10","50.70","-1.10","98"
"4557","永新-KY","26,000","1,749,400","67.40","67.50","67.10","67.50","+0.10","19"
"4560","強信-KY","261,000","12,555,900","48.50","48.50","47.85","48.20","-0.20","146"
"4562","穎漢","10,000","167,900","16.90","16.90","16.70","16.90","+0.15","9"
"4564","元翎","706,000","22,316,150","31.05","31.90","31.00","31.85","+0.90","411"
"4566","時碩工業","1,194,000","50,005,850","42.65","42.80","41.00","42.30","+0.40","875"
"4571","鈞興-KY","15,000","893,700","59.50","60.70","59.20","60.40","+0.40","12"
"4572","駐龍","77,000","6,375,500","83.00","83.30","82.40","82.70","-0.10","56"
"4576","大銀微系統","88,000","6,316,000","72.10","73.90","71.00","71.20","-0.80","79"
"4581","光隆精密-KY","55,000","2,150,500","38.80","39.50","38.80","39.40","+0.60","42"
"4720","德淵","14,055,000","250,542,800","16.95","18.30","16.95","18.15","+1.25","5,286"
"4722","國精化","463,000","12,866,050","27.90","28.00","27.60","27.95","+0.05","188"
"4725","信昌化","165,000","1,120,350","6.79","6.79","6.79","6.79","-0.75","50"
"4737","華廣","73,000","4,911,200","66.80","67.90","66.80","67.30","+0.50","55"
